  cell  ,E,W,N,S
"(8, 30)",1,1,1,0
"(9, 30)",1,1,0,0
"(10, 30)",1,1,0,1
"(11, 30)",1,1,1,0
"(12, 30)",1,1,0,1
"(13, 30)",1,0,1,1
"(14, 30)",0,1,1,1
"(15, 30)",1,1,1,0
"(16, 30)",0,1,0,1
"(17, 30)",1,1,1,0
"(18, 30)",1,0,0,1
"(19, 30)",1,0,1,1
"(20, 30)",1,1,1,0
"(21, 30)",0,1,0,1
"(22, 30)",1,1,1,0
"(23, 30)",0,1,0,1
"(24, 30)",0,1,1,1
"(25, 30)",1,0,1,0
"(26, 30)",0,1,0,0
"(27, 30)",1,1,0,0
"(28, 30)",0,1,0,1
"(29, 30)",0,1,1,1
"(30, 30)",1,0,1,1
"(31, 30)",1,0,1,1
"(32, 30)",1,1,1,0
"(33, 30)",1,1,0,0
"(34, 30)",0,1,0,1
"(35, 30)",1,0,1,1
"(36, 30)",1,0,1,1
"(37, 30)",0,1,1,1
"(38, 30)",0,0,1,1
"(39, 30)",1,1,1,1
"(40, 30)",1,1,1,0
"(41, 30)",0,1,0,1
"(42, 30)",0,1,1,1
"(43, 30)",1,0,1,1
"(44, 30)",1,1,1,0
"(45, 30)",1,1,0,1
"(46, 30)",0,1,1,0
"(47, 30)",1,1,0,1
"(48, 30)",1,1,1,0
"(49, 30)",0,1,0,1
"(50, 30)",1,0,1,0
"(51, 30)",1,1,0,1
"(52, 30)",0,1,1,0
"(53, 30)",1,1,0,0
"(54, 30)",1,0,0,1
"(55, 30)",1,1,1,1
"(56, 30)",0,1,1,1
"(57, 30)",1,0,1,1
"(58, 30)",1,1,1,0
"(59, 30)",1,0,0,1
"(60, 30)",0,1,1,0
"(1, 31)",1,1,0,1
"(2, 31)",0,1,1,0
"(3, 31)",0,1,0,1
"(4, 31)",1,0,1,1
"(5, 31)",1,1,1,1
"(6, 31)",0,0,1,1
"(7, 31)",1,1,1,0
"(8, 31)",1,1,0,0
"(9, 31)",1,1,0,0
"(10, 31)",1,1,0,0
"(11, 31)",1,1,0,1
"(12, 31)",1,1,1,0
"(13, 31)",0,1,0,1
"(14, 31)",0,0,1,1
"(15, 31)",1,1,1,0
"(16, 31)",1,0,0,1
"(17, 31)",0,1,1,1
"(18, 31)",1,1,1,0
"(19, 31)",1,1,0,0
"(20, 31)",1,1,0,0
"(21, 31)",1,0,0,1
"(22, 31)",1,1,1,0
"(23, 31)",1,0,0,1
"(24, 31)",1,0,1,1
"(25, 31)",0,1,1,1
"(26, 31)",1,0,1,1
"(27, 31)",0,1,1,1
"(28, 31)",1,0,1,1
"(29, 31)",0,0,1,1
"(30, 31)",0,1,1,0
"(31, 31)",1,1,0,0
"(32, 31)",0,1,0,1
"(33, 31)",1,1,1,0
"(34, 31)",1,0,0,1
"(35, 31)",1,1,1,0
"(36, 31)",0,1,0,1
"(37, 31)",1,0,1,1
"(38, 31)",1,0,1,1
"(39, 31)",0,1,1,0
"(40, 31)",1,1,0,1
"(41, 31)",0,0,1,1
"(42, 31)",1,0,1,1
"(43, 31)",1,1,1,0
"(44, 31)",1,1,0,1
"(45, 31)",1,1,1,1
"(46, 31)",1,0,1,1
"(47, 31)",0,1,1,0
"(48, 31)",1,1,0,1
"(49, 31)",1,0,1,0
"(50, 31)",1,1,0,1
"(51, 31)",1,1,1,1
"(52, 31)",0,0,1,1
"(53, 31)",1,1,1,0
"(54, 31)",1,1,0,0
"(55, 31)",1,1,0,1
"(56, 31)",0,0,1,1
"(57, 31)",1,1,1,0
"(58, 31)",1,1,0,1
"(59, 31)",0,1,1,1
"(60, 31)",1,0,1,0
"(1, 32)",0,1,0,1
"(2, 32)",0,0,1,1
"(3, 32)",1,0,1,1
"(4, 32)",1,1,1,0
"(5, 32)",1,1,0,1
"(6, 32)",1,0,1,1
"(7, 32)",0,1,1,1
"(8, 32)",0,1,1,1
"(9, 32)",1,1,1,1
"(10, 32)",1,1,1,0
"(11, 32)",1,1,0,0
"(12, 32)",0,1,0,1
"(13, 32)",0,0,1,1
"(14, 32)",1,0,1,0
"(15, 32)",1,1,0,1
"(16, 32)",0,1,1,1
"(17, 32)",1,0,1,0
"(18, 32)",1,1,0,1
"(19, 32)",0,1,1,1
"(20, 32)",1,1,1,1
"(21, 32)",0,1,1,0
"(22, 32)",1,1,0,1
"(23, 32)",0,1,1,0
"(24, 32)",0,1,0,1
"(25, 32)",1,0,1,1
"(26, 32)",0,1,1,1
"(27, 32)",1,0,1,1
"(28, 32)",0,1,1,1
"(29, 32)",1,0,1,1
"(30, 32)",0,0,1,1
"(31, 32)",1,1,1,1
"(32, 32)",0,0,1,1
"(33, 32)",1,1,1,1
"(34, 32)",0,1,1,0
"(35, 32)",0,1,0,1
"(36, 32)",1,0,1,1
"(37, 32)",0,1,1,0
"(38, 32)",0,1,0,1
"(39, 32)",1,0,1,1
"(40, 32)",0,1,1,1
"(41, 32)",1,0,1,1
"(42, 32)",1,1,1,0
"(43, 32)",1,1,0,1
"(44, 32)",1,1,1,0
"(45, 32)",1,1,0,0
"(46, 32)",0,1,0,1
"(47, 32)",1,0,1,0
"(48, 32)",1,1,0,0
"(49, 32)",1,1,0,1
"(50, 32)",1,1,1,0
"(51, 32)",1,1,0,1
"(52, 32)",0,0,1,1
"(53, 32)",1,1,1,1
"(54, 32)",1,1,1,1
"(55, 32)",0,1,1,1
"(56, 32)",0,0,1,1
"(57, 32)",1,1,1,1
"(58, 32)",1,1,1,0
"(59, 32)",1,0,0,1
"(60, 32)",1,1,1,0
"(1, 33)",1,0,0,1
"(2, 33)",1,0,1,1
"(3, 33)",0,1,1,0
"(4, 33)",1,1,0,1
"(5, 33)",0,1,1,0
"(6, 33)",0,1,0,1
"(7, 33)",1,0,1,0
"(8, 33)",1,0,0,1
"(9, 33)",1,1,1,0
"(10, 33)",1,1,0,1
"(11, 33)",1,1,1,0
"(12, 33)",1,0,0,1
"(13, 33)",1,0,1,1
"(14, 33)",0,1,1,1
"(15, 33)",0,1,1,1
"(16, 33)",1,0,1,1
"(17, 33)",0,1,1,1
"(18, 33)",1,1,1,0
"(19, 33)",0,0,0,1
"(20, 33)",0,1,1,1
"(21, 33)",1,0,1,1
"(22, 33)",0,1,1,1
"(23, 33)",1,0,1,1
"(24, 33)",1,0,1,1
"(25, 33)",0,1,1,1
"(26, 33)",1,0,1,0
"(27, 33)",1,1,0,0
"(28, 33)",1,0,0,0
"(29, 33)",1,1,0,0
"(30, 33)",0,0,0,1
"(31, 33)",1,1,1,1
"(32, 33)",1,0,1,1
"(33, 33)",1,1,1,1
"(34, 33)",1,0,1,1
"(35, 33)",1,0,1,1
"(36, 33)",0,1,1,1
"(37, 33)",1,0,1,1
"(38, 33)",1,0,1,1
"(39, 33)",1,1,1,1
"(40, 33)",0,0,1,1
"(41, 33)",1,1,1,0
"(42, 33)",0,1,0,0
"(43, 33)",1,1,0,0
"(44, 33)",1,1,0,0
"(45, 33)",1,1,0,1
"(46, 33)",0,0,1,1
"(47, 33)",1,1,1,1
"(48, 33)",1,1,1,1
"(49, 33)",0,1,1,0
"(50, 33)",1,1,0,1
"(51, 33)",1,1,1,1
"(52, 33)",0,0,1,1
"(53, 33)",1,1,1,0
"(54, 33)",1,1,0,1
"(55, 33)",0,0,1,1
"(56, 33)",1,0,1,1
"(57, 33)",0,1,1,0
"(58, 33)",1,1,0,1
"(59, 33)",0,1,1,0
"(60, 33)",1,1,0,0
"(1, 34)",1,1,0,0
"(2, 34)",1,1,0,1
"(3, 34)",1,0,1,0
"(4, 34)",1,1,0,1
"(5, 34)",0,0,1,1
"(6, 34)",1,0,1,1
"(7, 34)",0,1,1,1
"(8, 34)",0,1,1,0
"(9, 34)",1,1,0,1
"(10, 34)",0,1,1,0
"(11, 34)",0,1,0,1
"(12, 34)",1,1,1,0
"(13, 34)",1,1,0,1
"(14, 34)",0,0,1,1
"(15, 34)",0,0,1,1
"(16, 34)",1,1,1,1
"(17, 34)",0,0,1,1
"(18, 34)",1,1,1,0
"(19, 34)",1,0,0,1
"(20, 34)",0,0,1,1
"(21, 34)",1,1,1,0
"(22, 34)",1,0,0,1
"(23, 34)",1,1,1,0
"(24, 34)",1,1,0,1
"(25, 34)",0,0,1,0
"(26, 34)",1,1,0,1
"(27, 34)",1,1,1,1
"(28, 34)",0,1,1,1
"(29, 34)",1,1,1,1
"(30, 34)",0,0,1,1
"(31, 34)",1,1,1,0
"(32, 34)",1,1,0,0
"(33, 34)",1,1,0,0
"(34, 34)",1,1,0,0
"(35, 34)",0,1,0,1
"(36, 34)",1,0,1,1
"(37, 34)",0,1,1,0
"(38, 34)",1,1,0,0
"(39, 34)",0,1,0,1
"(40, 34)",0,0,1,1
"(41, 34)",1,1,1,1
"(42, 34)",0,0,1,1
"(43, 34)",0,1,1,1
"(44, 34)",1,1,1,1
"(45, 34)",1,1,1,1
"(46, 34)",1,0,1,1
"(47, 34)",1,1,1,0
"(48, 34)",0,1,0,1
"(49, 34)",1,0,1,1
"(50, 34)",1,1,1,0
"(51, 34)",0,1,0,1
"(52, 34)",0,0,1,1
"(53, 34)",1,1,1,1
"(54, 34)",0,1,1,1
"(55, 34)",1,0,1,1
"(56, 34)",0,1,1,1
"(57, 34)",1,0,1,1
"(58, 34)",0,1,1,1
"(59, 34)",0,0,1,1
"(60, 34)",1,1,1,0
"(1, 35)",1,1,0,1
"(2, 35)",0,1,1,0
"(3, 35)",1,1,0,0
"(4, 35)",1,1,0,1
"(5, 35)",1,0,1,1
"(6, 35)",0,1,1,1
"(7, 35)",1,0,1,1
"(8, 35)",0,0,1,1
"(9, 35)",1,1,1,1
"(10, 35)",1,0,1,1
"(11, 35)",1,0,1,1
"(12, 35)",0,1,1,1
"(13, 35)",1,1,1,1
"(14, 35)",0,0,1,1
"(15, 35)",0,0,1,1
"(16, 35)",1,1,1,0
"(17, 35)",1,0,0,1
"(18, 35)",0,1,1,0
"(19, 35)",0,1,0,1
"(20, 35)",1,0,1,0
"(21, 35)",1,1,0,1
"(22, 35)",1,1,1,0
"(23, 35)",1,1,0,0
"(24, 35)",0,1,0,1
"(25, 35)",1,0,1,1
"(26, 35)",1,1,1,0
"(27, 35)",1,1,0,1
"(28, 35)",1,0,1,1
"(29, 35)",1,1,1,0
"(30, 35)",1,0,0,1
"(31, 35)",0,1,1,1
"(32, 35)",1,1,1,1
"(33, 35)",1,1,1,0
"(34, 35)",1,1,0,0
"(35, 35)",1,0,0,1
"(36, 35)",0,1,1,1
"(37, 35)",0,0,1,0
"(38, 35)",0,1,0,1
"(39, 35)",1,0,1,0
"(40, 35)",0,0,0,1
"(41, 35)",1,1,1,1
"(42, 35)",0,0,1,1
"(43, 35)",1,0,1,1
"(44, 35)",0,1,1,0
"(45, 35)",1,1,0,0
"(46, 35)",0,1,0,0
"(47, 35)",0,1,0,1
"(48, 35)",1,0,1,1
"(49, 35)",1,1,1,0
"(50, 35)",1,1,0,1
"(51, 35)",0,0,1,1
"(52, 35)",1,0,1,1
"(53, 35)",0,1,1,1
"(54, 35)",1,0,1,1
"(55, 35)",1,1,1,1
"(56, 35)",1,0,1,0
"(57, 35)",1,1,0,1
"(58, 35)",1,0,1,1
"(59, 35)",0,0,1,1
"(60, 35)",1,1,1,0
"(1, 36)",1,1,0,1
"(2, 36)",1,0,1,1
"(3, 36)",1,1,1,1
"(4, 36)",0,1,1,0
"(5, 36)",0,1,0,1
"(6, 36)",1,0,1,0
"(7, 36)",1,1,0,1
"(8, 36)",0,0,1,1
"(9, 36)",1,1,1,0
"(10, 36)",1,1,0,0
"(11, 36)",0,1,0,1
"(12, 36)",1,0,1,0
"(13, 36)",1,1,0,1
"(14, 36)",0,0,1,1
"(15, 36)",0,0,1,1
"(16, 36)",1,1,1,1
"(17, 36)",0,1,1,1
"(18, 36)",0,0,1,1
"(19, 36)",0,0,1,1
"(20, 36)",0,1,1,1
"(21, 36)",1,1,1,0
"(22, 36)",1,1,0,0
"(23, 36)",1,1,0,1
"(24, 36)",1,0,1,1
"(25, 36)",0,1,1,0
"(26, 36)",0,1,0,1
"(27, 36)",1,1,1,0
"(28, 36)",1,1,0,0
"(29, 36)",1,1,0,1
"(30, 36)",1,1,1,0
"(31, 36)",1,0,0,0
"(32, 36)",1,1,0,0
"(33, 36)",1,1,0,1
"(34, 36)",0,1,1,1
"(35, 36)",1,1,1,1
"(36, 36)",1,0,1,1
"(37, 36)",0,0,1,1
"(38, 36)",1,0,1,1
"(39, 36)",0,1,1,1
"(40, 36)",1,0,1,1
"(41, 36)",0,1,1,1
"(42, 36)",1,0,1,0
"(43, 36)",1,1,0,1
"(44, 36)",1,0,1,1
"(45, 36)",0,1,1,1
"(46, 36)",1,0,1,1
"(47, 36)",1,0,1,1
"(48, 36)",1,1,1,0
"(49, 36)",0,1,0,1
"(50, 36)",1,1,1,0
"(51, 36)",1,0,0,1
"(52, 36)",0,1,1,1
"(53, 36)",1,0,1,1
"(54, 36)",0,1,1,0
"(55, 36)",1,1,0,0
"(56, 36)",1,1,0,1
"(57, 36)",1,1,1,0
"(58, 36)",1,1,0,1
"(59, 36)",0,0,1,1
"(60, 36)",1,1,1,0
"(1, 37)",1,1,0,0
"(2, 37)",1,1,0,0
"(3, 37)",1,1,0,1
"(4, 37)",0,0,1,1
"(5, 37)",1,0,1,1
"(6, 37)",0,1,1,1
"(7, 37)",1,1,1,1
"(8, 37)",1,0,1,0
"(9, 37)",0,1,0,1
"(10, 37)",1,1,1,0
"(11, 37)",1,0,0,1
"(12, 37)",1,1,1,0
"(13, 37)",0,1,0,1
"(14, 37)",1,0,1,0
"(15, 37)",1,0,0,1
"(16, 37)",0,1,1,1
"(17, 37)",1,0,1,0
"(18, 37)",0,0,0,1
"(19, 37)",1,0,1,1
"(20, 37)",1,0,1,0
"(21, 37)",1,1,0,1
"(22, 37)",0,1,1,1
"(23, 37)",1,1,1,0
"(24, 37)",1,1,0,1
"(25, 37)",0,0,1,1
"(26, 37)",0,0,1,1
"(27, 37)",1,1,1,1
"(28, 37)",1,1,1,1
"(29, 37)",1,1,1,0
"(30, 37)",1,1,0,1
"(31, 37)",1,1,1,1
"(32, 37)",0,1,1,1
"(33, 37)",1,1,1,0
"(34, 37)",1,0,0,1
"(35, 37)",0,1,1,0
"(36, 37)",1,1,0,0
"(37, 37)",1,0,0,1
"(38, 37)",0,1,1,0
"(39, 37)",1,0,0,1
"(40, 37)",1,1,1,1
"(41, 37)",1,0,1,1
"(42, 37)",1,1,1,1
"(43, 37)",1,1,1,0
"(44, 37)",0,1,0,1
"(45, 37)",1,0,1,0
"(46, 37)",1,1,0,0
"(47, 37)",1,1,0,0
"(48, 37)",1,1,0,1
"(49, 37)",0,0,1,1
"(50, 37)",1,1,1,1
"(51, 37)",1,1,1,1
"(52, 37)",1,0,1,1
"(53, 37)",0,1,1,1
"(54, 37)",1,0,1,1
"(55, 37)",0,1,1,1
"(56, 37)",1,1,1,0
"(57, 37)",1,1,0,1
"(58, 37)",0,1,1,1
"(59, 37)",1,0,1,0
"(60, 37)",1,1,0,0
"(1, 38)",1,1,0,1
"(2, 38)",0,1,1,1
"(3, 38)",0,1,1,1
"(4, 38)",1,0,1,0
"(5, 38)",1,1,0,1
"(6, 38)",0,0,1,1
"(7, 38)",1,1,1,0
"(8, 38)",1,1,0,1
"(9, 38)",0,0,1,1
"(10, 38)",1,1,1,0
"(11, 38)",1,1,0,0
"(12, 38)",1,1,0,1
"(13, 38)",0,0,1,1
"(14, 38)",1,1,1,0
"(15, 38)",0,1,0,1
"(16, 38)",1,0,1,1
"(17, 38)",0,1,1,1
"(18, 38)",1,0,1,0
"(19, 38)",1,1,0,0
"(20, 38)",1,1,0,1
"(21, 38)",0,1,1,1
"(22, 38)",1,0,1,1
"(23, 38)",1,1,1,1
"(24, 38)",0,1,1,1
"(25, 38)",1,0,1,0
"(26, 38)",1,0,0,1
"(27, 38)",1,1,1,0
"(28, 38)",1,1,0,0
"(29, 38)",0,1,0,1
"(30, 38)",1,1,1,0
"(31, 38)",1,1,0,1
"(32, 38)",1,0,1,1
"(33, 38)",0,1,1,0
"(34, 38)",0,1,0,1
"(35, 38)",1,0,1,1
"(36, 38)",1,1,1,1
"(37, 38)",0,1,1,1
"(38, 38)",0,0,1,1
"(39, 38)",0,1,1,0
"(40, 38)",1,1,0,0
"(41, 38)",0,1,0,0
"(42, 38)",1,1,0,0
"(43, 38)",1,1,0,1
"(44, 38)",0,0,1,1
"(45, 38)",1,1,1,1
"(46, 38)",1,1,1,1
"(47, 38)",1,1,1,1
"(48, 38)",1,1,1,1
"(49, 38)",0,0,1,0
"(50, 38)",1,1,0,0
"(51, 38)",1,1,0,0
"(52, 38)",1,1,0,1
"(53, 38)",0,0,1,1
"(54, 38)",0,1,1,1
"(55, 38)",1,0,1,1
"(56, 38)",1,1,1,0
"(57, 38)",0,1,0,1
"(58, 38)",1,0,1,0
"(59, 38)",1,1,0,0
"(60, 38)",1,1,0,0
"(1, 39)",1,1,0,1
"(2, 39)",1,0,1,1
"(3, 39)",1,0,1,1
"(4, 39)",0,1,1,1
"(5, 39)",1,1,1,1
"(6, 39)",0,0,1,1
"(7, 39)",1,1,1,1
"(8, 39)",0,1,1,1
"(9, 39)",1,0,1,0
"(10, 39)",0,1,0,1
"(11, 39)",1,1,1,1
"(12, 39)",0,1,1,1
"(13, 39)",0,0,1,1
"(14, 39)",1,1,1,0
"(15, 39)",1,0,0,1
"(16, 39)",1,1,1,0
"(17, 39)",1,0,0,1
"(18, 39)",0,1,1,1
"(19, 39)",1,1,1,1
"(20, 39)",0,1,1,1
"(21, 39)",1,0,1,1
"(22, 39)",1,1,1,0
"(23, 39)",1,1,0,1
"(24, 39)",1,0,1,0
"(25, 39)",0,1,0,1
"(26, 39)",1,1,1,0
"(27, 39)",0,1,0,1
"(28, 39)",1,1,1,0
"(29, 39)",1,0,0,1
"(30, 39)",1,1,1,1
"(31, 39)",0,1,1,0
"(32, 39)",0,1,0,1
"(33, 39)",1,0,1,1
"(34, 39)",0,0,1,1
"(35, 39)",1,1,1,0
"(36, 39)",1,1,0,1
"(37, 39)",0,0,1,1
"(38, 39)",1,0,1,1
"(39, 39)",1,0,1,1
"(40, 39)",1,1,1,1
"(41, 39)",0,0,1,1
"(42, 39)",0,1,1,0
"(43, 39)",1,1,0,0
"(44, 39)",1,0,0,1
"(45, 39)",0,1,1,0
"(46, 39)",1,1,0,0
"(47, 39)",1,1,0,0
"(48, 39)",0,1,0,1
"(49, 39)",0,0,1,1
"(50, 39)",0,1,1,1
"(51, 39)",1,1,1,1
"(52, 39)",1,1,1,0
"(53, 39)",1,0,0,1
"(54, 39)",0,0,1,1
"(55, 39)",1,1,1,0
"(56, 39)",1,1,0,1
"(57, 39)",0,0,1,1
"(58, 39)",1,1,1,1
"(59, 39)",0,1,1,1
"(60, 39)",1,1,1,0
"(1, 40)",1,1,0,0
"(2, 40)",0,1,0,0
"(3, 40)",1,1,0,0
"(4, 40)",1,0,0,1
"(5, 40)",0,1,1,1
"(6, 40)",1,0,1,1
"(7, 40)",1,1,1,1
"(8, 40)",0,0,1,1
"(9, 40)",0,1,1,0
"(10, 40)",1,0,0,1
"(11, 40)",0,1,1,1
"(12, 40)",1,0,1,1
"(13, 40)",0,0,1,1
"(14, 40)",1,1,1,1
"(15, 40)",1,1,1,0
"(16, 40)",1,1,0,1
"(17, 40)",0,1,1,0
"(18, 40)",1,0,0,1
"(19, 40)",1,1,1,1
"(20, 40)",0,0,1,1
"(21, 40)",1,1,1,0
"(22, 40)",1,1,0,1
"(23, 40)",1,1,1,0
"(24, 40)",1,1,0,0
"(25, 40)",1,0,0,1
"(26, 40)",0,1,1,1
"(27, 40)",1,0,1,1
"(28, 40)",1,1,1,1
"(29, 40)",0,1,1,0
"(30, 40)",0,1,0,1
"(31, 40)",1,0,1,1
"(32, 40)",0,0,1,0
"(33, 40)",0,1,0,1
"(34, 40)",1,0,1,1
"(35, 40)",0,1,1,1
"(36, 40)",1,1,1,0
"(37, 40)",1,0,0,1
"(38, 40)",1,1,1,0
"(39, 40)",1,1,0,0
"(40, 40)",1,1,0,1
"(41, 40)",1,0,1,0
"(42, 40)",1,0,0,1
"(43, 40)",0,1,1,1
"(44, 40)",1,1,1,1
"(45, 40)",1,0,1,0
"(46, 40)",1,1,0,1
"(47, 40)",0,1,1,1
"(48, 40)",1,0,1,1
"(49, 40)",1,0,1,1
"(50, 40)",1,0,1,1
"(51, 40)",1,1,1,0
"(52, 40)",1,1,0,0
"(53, 40)",1,1,0,1
"(54, 40)",0,0,1,1
"(55, 40)",1,1,1,1
"(56, 40)",1,1,1,1
"(57, 40)",0,0,1,1
"(58, 40)",0,1,1,1
"(59, 40)",1,0,1,0
"(60, 40)",1,1,0,0
"(1, 41)",1,1,0,1
"(2, 41)",1,0,1,1
"(3, 41)",1,1,1,0
"(4, 41)",1,1,0,0
"(5, 41)",1,0,0,1
"(6, 41)",1,1,1,0
"(7, 41)",1,1,0,1
"(8, 41)",1,0,1,1
"(9, 41)",0,0,1,1
"(10, 41)",1,1,1,1
"(11, 41)",1,0,1,1
"(12, 41)",1,1,1,1
"(13, 41)",1,0,1,1
"(14, 41)",1,1,1,0
"(15, 41)",1,1,0,0
"(16, 41)",1,1,0,1
"(17, 41)",1,0,1,1
"(18, 41)",1,1,1,0
"(19, 41)",1,1,0,1
"(20, 41)",1,0,1,0
"(21, 41)",0,1,0,1
"(22, 41)",1,1,1,0
"(23, 41)",0,1,0,1
"(24, 41)",1,1,1,1
"(25, 41)",0,1,1,1
"(26, 41)",1,0,1,0
"(27, 41)",1,1,0,0
"(28, 41)",1,1,0,1
"(29, 41)",0,0,1,1
"(30, 41)",1,0,1,0
"(31, 41)",1,1,0,0
"(32, 41)",1,0,0,1
"(33, 41)",0,0,1,1
"(34, 41)",0,1,1,1
"(35, 41)",0,0,1,1
"(36, 41)",1,1,1,1
"(37, 41)",0,1,1,0
"(38, 41)",1,1,0,0
"(39, 41)",1,1,0,1
"(40, 41)",0,1,1,0
"(41, 41)",0,1,0,1
"(42, 41)",0,1,1,1
"(43, 41)",1,0,1,1
"(44, 41)",1,1,1,0
"(45, 41)",1,1,0,1
"(46, 41)",1,1,1,0
"(47, 41)",1,0,0,1
"(48, 41)",1,1,1,0
"(49, 41)",0,1,0,0
"(50, 41)",1,1,0,0
"(51, 41)",0,1,0,1
"(52, 41)",1,1,1,0
"(53, 41)",1,1,0,1
"(54, 41)",0,0,1,1
"(55, 41)",1,1,1,0
"(56, 41)",1,1,0,1
"(57, 41)",0,0,1,1
"(58, 41)",0,0,1,1
"(59, 41)",0,1,1,1
"(60, 41)",1,1,1,0
"(1, 42)",1,1,0,0
"(2, 42)",1,1,0,0
"(3, 42)",0,1,0,1
"(4, 42)",1,1,1,1
"(5, 42)",0,1,1,0
"(6, 42)",1,1,0,1
"(7, 42)",1,1,1,0
"(8, 42)",1,1,0,1
"(9, 42)",0,0,1,1
"(10, 42)",1,1,1,0
"(11, 42)",1,1,0,0
"(12, 42)",1,1,0,0
"(13, 42)",1,1,0,0
"(14, 42)",0,1,0,1
"(15, 42)",1,1,1,1
"(16, 42)",0,1,1,0
"(17, 42)",1,1,0,0
"(18, 42)",0,1,0,1
"(19, 42)",1,1,1,0
"(20, 42)",0,1,0,1
"(21, 42)",1,0,1,1
"(22, 42)",1,1,1,1
"(23, 42)",0,0,1,1
"(24, 42)",1,1,1,1
"(25, 42)",0,0,1,1
"(26, 42)",1,1,1,1
"(27, 42)",1,1,1,1
"(28, 42)",1,1,1,1
"(29, 42)",0,0,1,1
"(30, 42)",1,1,1,1
"(31, 42)",0,1,1,1
"(32, 42)",1,1,1,1
"(33, 42)",1,0,1,0
"(34, 42)",1,0,0,1
"(35, 42)",0,0,1,1
"(36, 42)",1,1,1,1
"(37, 42)",0,0,1,1
"(38, 42)",1,1,1,1
"(39, 42)",0,1,1,1
"(40, 42)",1,0,1,0
"(41, 42)",1,0,0,1
"(42, 42)",1,0,1,1
"(43, 42)",0,1,1,0
"(44, 42)",0,1,0,1
"(45, 42)",1,1,1,0
"(46, 42)",1,1,0,1
"(47, 42)",1,1,1,0
"(48, 42)",1,1,0,1
"(49, 42)",1,0,1,1
"(50, 42)",1,1,1,1
"(51, 42)",0,0,1,1
"(52, 42)",0,1,1,1
"(53, 42)",1,1,1,0
"(54, 42)",1,0,0,1
"(55, 42)",1,1,1,0
"(56, 42)",0,1,0,1
"(57, 42)",1,0,1,1
"(58, 42)",1,0,1,1
"(59, 42)",1,0,1,1
"(60, 42)",1,1,1,0
"(1, 43)",1,1,0,0
"(2, 43)",1,1,0,1
"(3, 43)",0,0,1,1
"(4, 43)",1,1,1,1
"(5, 43)",1,0,1,1
"(6, 43)",0,1,1,0
"(7, 43)",1,1,0,1
"(8, 43)",1,1,1,1
"(9, 43)",1,0,1,1
"(10, 43)",0,1,1,0
"(11, 43)",1,1,0,1
"(12, 43)",1,1,1,0
"(13, 43)",1,1,0,1
"(14, 43)",1,0,1,1
"(15, 43)",0,1,1,1
"(16, 43)",1,0,1,1
"(17, 43)",1,1,1,0
"(18, 43)",1,0,0,1
"(19, 43)",1,1,1,0
"(20, 43)",1,0,0,1
"(21, 43)",0,1,1,0
"(22, 43)",0,1,0,1
"(23, 43)",1,0,1,1
"(24, 43)",1,1,1,1
"(25, 43)",1,0,1,1
"(26, 43)",1,1,1,0
"(27, 43)",1,1,0,0
"(28, 43)",0,1,0,1
"(29, 43)",0,0,1,1
"(30, 43)",1,1,1,1
"(31, 43)",0,0,1,1
"(32, 43)",1,1,1,0
"(33, 43)",0,1,0,1
"(34, 43)",1,1,1,1
"(35, 43)",0,0,1,1
"(36, 43)",1,1,1,0
"(37, 43)",1,0,0,1
"(38, 43)",0,1,1,1
"(39, 43)",0,0,1,1
"(40, 43)",0,1,1,1
"(41, 43)",1,1,1,0
"(42, 43)",0,1,0,1
"(43, 43)",1,0,1,1
"(44, 43)",0,0,1,1
"(45, 43)",1,1,1,1
"(46, 43)",0,1,1,0
"(47, 43)",1,1,0,1
"(48, 43)",1,1,1,0
"(49, 43)",1,1,0,0
"(50, 43)",0,1,0,1
"(51, 43)",1,0,1,0
"(52, 43)",1,0,0,1
"(53, 43)",1,1,1,0
"(54, 43)",1,1,0,0
"(55, 43)",1,1,0,1
"(56, 43)",1,0,1,1
"(57, 43)",0,1,1,0
"(58, 43)",1,1,0,0
"(59, 43)",1,1,0,0
"(60, 43)",1,1,0,0
"(1, 44)",1,1,0,1
"(2, 44)",1,1,1,1
"(3, 44)",1,0,1,0
"(4, 44)",1,1,0,0
"(5, 44)",1,1,0,0
"(6, 44)",1,0,0,1
"(7, 44)",0,1,1,0
"(8, 44)",1,1,0,0
"(9, 44)",0,1,0,1
"(10, 44)",1,0,1,1
"(11, 44)",0,1,1,0
"(12, 44)",1,1,0,1
"(13, 44)",0,1,1,0
"(14, 44)",1,1,0,0
"(15, 44)",1,0,0,1
"(16, 44)",1,1,1,0
"(17, 44)",0,1,0,1
"(18, 44)",0,1,1,0
"(19, 44)",1,1,0,0
"(20, 44)",1,1,0,1
"(21, 44)",0,0,1,1
"(22, 44)",1,0,1,0
"(23, 44)",1,1,0,0
"(24, 44)",1,1,0,0
"(25, 44)",1,1,0,0
"(26, 44)",0,1,0,1
"(27, 44)",1,1,1,1
"(28, 44)",0,0,1,1
"(29, 44)",1,0,1,0
"(30, 44)",1,1,0,1
"(31, 44)",0,0,1,1
"(32, 44)",1,1,1,1
"(33, 44)",1,0,1,1
"(34, 44)",0,1,1,1
"(35, 44)",0,0,1,1
"(36, 44)",1,1,1,1
"(37, 44)",0,1,1,1
"(38, 44)",1,0,1,1
"(39, 44)",0,0,1,1
"(40, 44)",0,0,1,1
"(41, 44)",1,1,1,0
